192.168.1.0 0 filtered
192.168.1.0 1 filtered
192.168.1.2 0 filtered
192.168.1.2 1 filtered
192.168.1.3 0 filtered
192.168.1.3 1 filtered
192.168.1.4 0 filtered
192.168.1.4 1 filtered
192.168.1.6 0 filtered
192.168.1.6 1 filtered
192.168.1.8 0 filtered
192.168.1.8 1 filtered
192.168.1.9 0 filtered
192.168.1.9 1 filtered
